"","file","chromosome","position.1","position.2","per.meth","count.c","count.t","well","sample","region","age","morph","sex","allele","allele.morph","nest","bird","bird2"
"4650","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258707,2258707,56.9910005561454,45089,34027,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4651","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258760,2258760,0.267672116048814,93,34651,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4652","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258795,2258795,0.186165571004712,64,34314,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4653","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258806,2258806,0.347161444658381,119,34159,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4654","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258813,2258813,0,0,10,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4655","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258830,2258830,0.213814812615074,72,33602,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4656","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258835,2258835,0,0,3,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4657","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258839,2258839,0.372922819893195,125,33394,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4658","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258841,2258841,2.21578523008929,742,32745,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4659","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258850,2258850,0.390240996157169,131,33438,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4660","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258852,2258852,10.1079694583632,3389,30139,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4661","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258858,2258858,0.922246604590475,311,33411,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4662","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258860,2258860,0,0,1,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4663","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258863,2258863,4.89940055789661,1651,32047,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4664","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258869,2258869,0.435284711734921,147,33624,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4665","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258880,2258880,0.651705936126921,221,33690,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4666","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258884,2258884,0.339663880438314,115,33742,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4667","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258890,2258890,0.262800448827733,89,33777,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4668","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258893,2258893,2.96156455561783,1004,32897,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4669","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258899,2258899,0,0,1,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4670","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258906,2258906,5.95048629531388,2019,31911,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4671","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258910,2258910,3.44989027066569,1179,32996,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4672","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258928,2258928,0.604116082784137,209,34387,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4673","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258937,2258937,0.259463199469542,90,34597,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4674","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258943,2258943,7.43130364652342,2580,32138,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4675","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258947,2258947,5.91063511256982,2053,32681,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4676","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259007,2259007,1.61813234527876,559,33987,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4677","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259042,2259042,4.28945174366788,1492,33291,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4678","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259047,2259047,0,0,1,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4679","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259049,2259049,32.4927024331323,35509,73774,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4680","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259053,2259053,1.25,1,79,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4681","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259063,2259063,0,0,8,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4682","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259066,2259066,0,0,204,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4683","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259083,2259083,55.4809495494671,60649,48666,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4684","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259110,2259110,0.202734559170203,43,21167,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4685","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259122,2259122,0.264700321421819,56,21100,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4686","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259150,2259150,0.304081341758921,64,20983,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4687","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259153,2259153,0.529359866679737,108,20294,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4688","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259155,2259155,0.366161015740168,77,20952,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4689","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259169,2259169,0,0,3,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4690","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259179,2259179,0.225236018593952,47,20820,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4691","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259207,2259207,3.68553947751772,759,19835,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4692","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259224,2259224,6.06341916255436,1241,19226,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4693","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259236,2259236,0.299474691933821,61,20308,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4694","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259241,2259241,0.192250813368826,39,20247,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4695","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259250,2259250,0.192887877738761,39,20180,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4696","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259256,2259256,0.249277096420381,50,20008,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4697","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259260,2259260,0,0,1,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4698","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259268,2259268,0.312948902113688,61,19431,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4699","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259270,2259270,0.241359831561649,47,19426,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4700","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259278,2259278,0.386201137727676,74,19087,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4701","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259280,2259280,0.424461562647383,81,19002,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4702","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259284,2259284,0.342227688358911,64,18637,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4703","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259293,2259293,0.27949475947326,52,18553,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4704","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259296,2259296,0.160282096489822,30,18687,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4705","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259300,2259300,0.482160077145612,90,18576,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4706","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259303,2259303,0.249244312456913,47,18810,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4707","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259312,2259312,0.313696299447044,59,18749,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4708","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259319,2259319,0.185952608649453,35,18787,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4709","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259324,2259324,0.228759908496037,43,18754,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4710","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259338,2259338,0.328476821192053,62,18813,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4711","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259341,2259341,0.196442792673215,37,18798,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4712","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259349,2259349,5.94221930400525,1086,17190,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4713","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259392,2259392,0.278417304706323,52,18625,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4714","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259422,2259422,0.318596216057249,65,20337,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4715","C7-TSF13-02_S16_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2259424,2259424,0.274937295002894,57,20675,"C7","16","HYP","Adult","Tan","f","het","homo-TS","AW","TSF13-02","TSF13-02"
"4716","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258251,2258251,90.7517730496454,6398,652,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4717","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258330,2258330,4.5297670405522,315,6639,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4718","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258341,2258341,38.8135990621336,8277,13048,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4719","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258417,2258417,0.293199659510073,62,21084,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4720","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258431,2258431,7.72727272727273,17,203,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4721","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258440,2258440,39.7360980207352,8432,12788,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4722","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258479,2258479,0,0,1,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4723","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258539,2258539,32.8595877669469,4416,9023,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4724","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258541,2258541,12.7499253954044,1709,11695,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4725","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258572,2258572,0.445625830662184,57,12734,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4726","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258582,2258582,0.215249606755526,26,12053,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4727","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258613,2258613,0,0,1,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4728","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258616,2258616,26.9406392694064,118,320,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4729","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258619,2258619,0.359681425023551,42,11635,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4730","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258627,2258627,0.253828581098232,30,11789,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4731","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258632,2258632,38.4060617126164,4207,6747,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4732","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258636,2258636,12.9826835818131,1402,9397,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4733","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258638,2258638,19.9145221424025,2190,8807,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4734","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258647,2258647,13.4931625411113,1559,9995,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4735","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258674,2258674,12.546340045068,1726,12031,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4736","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258696,2258696,0,0,6,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4737","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258707,2258707,56.66071718319,13968,10684,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4738","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258760,2258760,0.506477062433038,52,10215,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4739","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258795,2258795,0.107885445272656,11,10185,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4740","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258806,2258806,0.373758237434838,38,10129,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4741","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258813,2258813,0,0,2,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4742","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258830,2258830,0.280224179343475,28,9964,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4743","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258839,2258839,0.412018892573611,41,9910,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4744","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258841,2258841,2.43681401671534,242,9689,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4745","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258850,2258850,0.330926594464501,33,9939,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4746","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258852,2258852,0.220684120774401,22,9947,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4747","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258858,2258858,0.308703445528779,31,10011,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4748","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258863,2258863,0.28890217174736,29,10009,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4749","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258869,2258869,0.168969287347182,17,10044,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4750","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258880,2258880,0.22763262074426,23,10081,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4751","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258884,2258884,0.267644726407613,27,10061,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4752","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258890,2258890,0.287100287100287,29,10072,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4753","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258893,2258893,0.36611913714625,37,10069,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4754","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258906,2258906,0.306505833498121,31,10083,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4755","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258910,2258910,0.314201927105153,30,9518,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4756","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258928,2258928,60.9288287411158,6258,4013,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4757","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258937,2258937,0.329744932596256,34,10277,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4758","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258943,2258943,0.34856700232378,36,10292,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4759","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258947,2258947,0.367931835786212,38,10290,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4760","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259007,2259007,0.301644448769096,31,10246,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4761","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259027,2259027,0,0,1,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4762","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259042,2259042,0.533825099485587,55,10248,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4763","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259049,2259049,0.358318806895216,37,10289,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4764","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259053,2259053,0,0,3,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4765","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259066,2259066,0,0,21,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4766","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259082,2259082,0,0,1,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4767","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259083,2259083,69.5334997120369,7244,3174,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4768","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259110,2259110,0,0,8,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
"4769","C8-WSF13-03_S17_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259122,2259122,0,0,8,"C8","17","HYP","Adult","White","f","ZAL2","ZAL2-WS","BL","WSF13-03","WSF13-03"
